pinjaman_id,nasabah_id,produk_id,cabang_id,petugas_id,tanggal_akad,plafon,tenor_bulan,suku_bunga_tahunan,tujuan_penggunaan,status_pinjaman,is_batal,fk_nasabah_valid,fk_petugas_valid,ada_masalah_fk,total_kewajiban_x,total_realisasi_x,total_kewajiban_y,total_realisasi_y,total_kewajiban,total_realisasi,baki_debet,hari_tunggakan_terlama,kolektibilitas,kode_kolektibilitas,tanggal_lahir_x,umur_saat_akad,total_nilai_agunan,rasio_kredit_agunan,nik_terenkripsi,tanggal_lahir_y,jenis_kelamin,jenis_usaha,pendapatan_bulanan,lama_usaha_tahun,kota,provinsi,nik_terenkripsi_dim,tanggal_lahir,jenis_kelamin_dim,jenis_usaha_dim,pendapatan_bulanan_dim,lama_usaha_tahun_dim,kota_dim,provinsi_dim,nik_terenkripsi_dim,tanggal_lahir_dim,jenis_kelamin_dim,jenis_usaha_dim,pendapatan_bulanan_dim,lama_usaha_tahun_dim,kota_dim,provinsi_dim,nama_produk,segmen,plafon_min,plafon_maks,bunga_acuan_tahunan,nama_cabang,kota_cabang,provinsi_cabang,wilayah,tanggal_operasional,nama_petugas,cabang_id_petugas,tanggal_masuk,status_kepegawaian,tanggal,tahun,bulan,nama_bulan,kuartal,hari,hari_dalam_minggu,akhir_pekan,tanggal_waktu,tahun_waktu,bulan_waktu,nama_bulan_waktu,kuartal_waktu,hari_waktu,hari_dalam_minggu_waktu,akhir_pekan_waktu,nik_terenkripsi_nasabah,tanggal_lahir_nasabah,jenis_kelamin_nasabah,jenis_usaha_nasabah,pendapatan_bulanan_nasabah,lama_usaha_tahun_nasabah,kota_nasabah,provinsi_nasabah,nama_produk_produk,segmen_produk,plafon_min_produk,plafon_maks_produk,bunga_acuan_tahunan_produk,nama_produk_produk,segmen_produk,plafon_min_produk,plafon_maks_produk,bunga_acuan_tahunan_produk,nama_cabang_cabang,kota_cabang,provinsi_cabang,wilayah_cabang,tanggal_operasional_cabang,nama_petugas_petugas,cabang_id_petugas,tanggal_masuk_petugas,status_kepegawaian_petugas,is_npl
LN001987,NS002118,PRD03,CB02,PK098,2023-03-11,162000000.0,12,17.52,Modal Kerja,Aktif,False,True,True,False,190382400.0,158652000.0,190382400.0,158652000.0,190382400.0,158652000.0,31730400.0,965.0,Macet,5,1987-09-26,35.0,,,NIK0002118,1987-09-26,L,Laundry,,11.0,Sidoarjo,Jawa Timur,NIK0002118,1987-09-26,L,Laundry,,11.0,Sidoarjo,Jawa Timur,NIK0002118,1987-09-26,L,Laundry,,11.0,Sidoarjo,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Siti Aisyah,CB22,2019-12-15,Kontrak,2023-03-11,2023.0,3.0,March,Q1,11.0,Saturday,True,2023-03-11,2023.0,3.0,March,Q1,11.0,Saturday,True,NIK0002118,1987-09-26,L,Laundry,,11.0,Sidoarjo,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Siti Aisyah,CB22,2019-12-15,Kontrak,1
LN001988,NS002057,PRD06,CB13,PK047,2023-10-08,8000000.0,18,23.07,Investasi Alat,Macet,False,True,True,False,10768392.0,5384196.0,10768392.0,5384196.0,10768392.0,5384196.0,5384196.0,723.0,Macet,5,1996-04-19,27.0,,,NIK0002057,1996-04-19,L,Warung Kelontong,4100000.0,21.0,Bandung,Jawa Barat,NIK0002057,1996-04-19,L,Warung Kelontong,4100000.0,21.0,Bandung,Jawa Barat,NIK0002057,1996-04-19,L,Warung Kelontong,4100000.0,21.0,Bandung,Jawa Barat,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Denpasar,Denpasar,Bali,Wilayah II,2016-11-23,Rendra Saputra,CB02,2023-11-14,Kontrak,2023-10-08,2023.0,10.0,October,Q4,8.0,Sunday,True,2023-10-08,2023.0,10.0,October,Q4,8.0,Sunday,True,NIK0002057,1996-04-19,L,Warung Kelontong,4100000.0,21.0,Bandung,Jawa Barat,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Denpasar,Denpasar,Bali,Wilayah II,2016-11-23,Rendra Saputra,CB02,2023-11-14,Kontrak,1
LN001989,NS003014,PRD06,CB12,PK014,2022-12-29,36500000.0,18,25.62,Modal Kerja,Macet,False,True,True,False,50526954.0,19649371.0,50526954.0,19649371.0,50526954.0,19649371.0,30877583.0,1068.0,Macet,5,1963-12-30,58.0,59480000.0,0.6136516476126429,NIK0002892,1963-12-30,L,Pertanian,5300000.0,3.0,Bekasi,Jawa Barat,NIK0002892,1963-12-30,L,Pertanian,5300000.0,3.0,Bekasi,Jawa Barat,NIK0002892,1963-12-30,L,Pertanian,5300000.0,3.0,Bekasi,Jawa Barat,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Pematangsiantar,Pematangsiantar,Sumatera Utara,Wilayah I,2021-11-22,Tri Handoko,CB02,2018-07-10,Kontrak,2022-12-29,2022.0,12.0,December,Q4,29.0,Thursday,False,2022-12-29,2022.0,12.0,December,Q4,29.0,Thursday,False,NIK0002892,1963-12-30,L,Pertanian,5300000.0,3.0,Bekasi,Jawa Barat,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Pematangsiantar,Pematangsiantar,Sumatera Utara,Wilayah I,2021-11-22,Tri Handoko,CB02,2018-07-10,Kontrak,1
LN001990,NS003372,PRD02,CB02,PK002,2023-01-13,43000000.0,24,22.67,Modal Kerja,Macet,False,True,True,False,62496216.0,10416036.0,62496216.0,10416036.0,62496216.0,10416036.0,52080180.0,1052.0,Macet,5,2002-10-31,20.0,46460000.0,0.9255273353422299,NIK0000272,2002-10-31,P,Toko Bangunan,18036250.0,18.0,Bandung,Jawa Barat,NIK0000272,2002-10-31,P,Toko Bangunan,18036250.0,18.0,Bandung,Jawa Barat,NIK0000272,2002-10-31,P,Toko Bangunan,18036250.0,18.0,Bandung,Jawa Barat,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Ika Safitri,CB12,2017-10-06,Tetap,2023-01-13,2023.0,1.0,January,Q1,13.0,Friday,False,2023-01-13,2023.0,1.0,January,Q1,13.0,Friday,False,NIK0000272,2002-10-31,P,Toko Bangunan,18036250.0,18.0,Bandung,Jawa Barat,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Ika Safitri,CB12,2017-10-06,Tetap,1
LN001991,NS000217,PRD04,CB19,PK063,2025-06-21,10000000.0,6,22.74,Renovasi Tempat Usaha,Aktif,False,True,True,False,11137002.0,9280835.0,11137002.0,9280835.0,11137002.0,9280835.0,1856167.0,71.0,Dalam Perhatian Khusus,2,1995-08-15,29.0,0.001,10000000000.0,NIK0000217,1995-08-15,P,Laundry,1950000.0,13.0,Bogor,Jawa Barat,NIK0000217,1995-08-15,P,Laundry,1950000.0,13.0,Bogor,Jawa Barat,NIK0000217,1995-08-15,P,Laundry,1950000.0,13.0,Bogor,Jawa Barat,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Kudus,Kudus,Jawa Tengah,Wilayah I,2014-12-03,Muhammad Rizky,CB07,2017-08-05,Tetap,2025-06-21,2025.0,6.0,June,Q2,21.0,Saturday,True,2025-06-21,2025.0,6.0,June,Q2,21.0,Saturday,True,NIK0000217,1995-08-15,P,Laundry,1950000.0,13.0,Bogor,Jawa Barat,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Kudus,Kudus,Jawa Tengah,Wilayah I,2014-12-03,Muhammad Rizky,CB07,2017-08-05,Tetap,0
LN001992,NS002337,PRD02,CB14,PK020,2023-12-30,23500000.0,12,21.88,Modal Kerja,Macet,False,True,True,False,28213309.0,2386816.0,28213309.0,2386816.0,28213309.0,2386816.0,25826493.0,703.0,Macet,5,1974-01-13,49.0,,,NIK0002337,1974-01-13,P,Toko Bangunan,2500000.0,12.0,Jember,Jawa Timur,NIK0002337,1974-01-13,P,Toko Bangunan,2500000.0,12.0,Jember,Jawa Timur,NIK0002337,1974-01-13,P,Toko Bangunan,2500000.0,12.0,Jember,Jawa Timur,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Singaraja,Singaraja,Bali,Wilayah III,2020-03-08,Kurnia Sandi,CB17,2018-08-17,Tetap,2023-12-30,2023.0,12.0,December,Q4,30.0,Saturday,True,2023-12-30,2023.0,12.0,December,Q4,30.0,Saturday,True,NIK0002337,1974-01-13,P,Toko Bangunan,2500000.0,12.0,Jember,Jawa Timur,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Singaraja,Singaraja,Bali,Wilayah III,2020-03-08,Kurnia Sandi,CB17,2018-08-17,Tetap,1
LN001993,UNKNOWN,PRD04,CB10,PK038,2023-07-03,25500000.0,6,21.81,Renovasi Tempat Usaha,Aktif,False,False,True,True,28280772.0,23567310.0,28280772.0,23567310.0,28280772.0,23567310.0,4713462.0,820.0,Macet,5,,,29080000.0,0.8768913342503438,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Medan,Medan,Sumatera Utara,Wilayah III,2011-09-22,Endah Lestari,CB20,2024-02-14,Kontrak,2023-07-03,2023.0,7.0,July,Q3,3.0,Monday,False,2023-07-03,2023.0,7.0,July,Q3,3.0,Monday,False,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Medan,Medan,Sumatera Utara,Wilayah III,2011-09-22,Endah Lestari,CB20,2024-02-14,Kontrak,1
LN001994,UNKNOWN,PRD04,CB09,PK042,2025-02-13,7000000.0,24,23.25,Modal Kerja,Macet,False,False,True,True,10255008.0,2563752.0,10255008.0,2563752.0,10255008.0,2563752.0,7691256.0,262.0,Macet,5,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Jember,Jember,Jawa Timur,Wilayah III,2014-07-05,Citra Ningrum,CB03,2022-03-10,Kontrak,2025-02-13,2025.0,2.0,February,Q1,13.0,Thursday,False,2025-02-13,2025.0,2.0,February,Q1,13.0,Thursday,False,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Jember,Jember,Jawa Timur,Wilayah III,2014-07-05,Citra Ningrum,CB03,2022-03-10,Kontrak,1
LN001995,NS002781,PRD03,CB21,PK071,2025-06-09,96000000.0,6,16.27,Pembelian Stok,Lunas,False,True,True,False,103809600.0,103809600.0,103809600.0,103809600.0,103809600.0,103809600.0,0.0,6.0,Dalam Perhatian Khusus,2,1964-09-04,60.0,,,NIK0002781,1964-09-04,P,Jasa Jahit,4840000.0,15.0,Jember,Jawa Timur,NIK0002781,1964-09-04,P,Jasa Jahit,4840000.0,15.0,Jember,Jawa Timur,NIK0002781,1964-09-04,P,Jasa Jahit,4840000.0,15.0,Jember,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Solo,Solo,Jawa Tengah,Wilayah II,2010-06-25,Nurul Aini,CB14,2018-11-01,Tetap,2025-06-09,2025.0,6.0,June,Q2,9.0,Monday,False,2025-06-09,2025.0,6.0,June,Q2,9.0,Monday,False,NIK0002781,1964-09-04,P,Jasa Jahit,4840000.0,15.0,Jember,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Solo,Solo,Jawa Tengah,Wilayah II,2010-06-25,Nurul Aini,CB14,2018-11-01,Tetap,0
LN001996,NS001091,PRD05,CB15,PK094,2023-04-21,7500000.0,12,29.2,Renovasi Tempat Usaha,Lunas,False,True,True,False,9507500.0,9690000.0,9507500.0,9690000.0,9507500.0,9690000.0,0.0,22.0,Dalam Perhatian Khusus,2,1977-05-10,45.0,14240000.0,0.526685393258427,NIK0001091,1977-05-10,P,Bengkel,2830000.0,11.0,Jember,Jawa Timur,NIK0001091,1977-05-10,P,Bengkel,2830000.0,11.0,Jember,Jawa Timur,NIK0001091,1977-05-10,P,Bengkel,2830000.0,11.0,Jember,Jawa Timur,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah II,2021-12-12,Agus Salim,CB10,2015-04-26,Kontrak,2023-04-21,2023.0,4.0,April,Q2,21.0,Friday,False,2023-04-21,2023.0,4.0,April,Q2,21.0,Friday,False,NIK0001091,1977-05-10,P,Bengkel,2830000.0,11.0,Jember,Jawa Timur,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah II,2021-12-12,Agus Salim,CB10,2015-04-26,Kontrak,0
LN001997,NS000927,PRD01,CB18,PK068,2025-04-19,15500000.0,12,24.61,Investasi Alat,Lunas,False,True,True,False,19314552.0,11266822.0,19314552.0,11266822.0,19314552.0,11266822.0,8047730.0,73.0,Dalam Perhatian Khusus,2,1996-03-08,29.0,20560000.0,0.7538910505836576,NIK0000927,1996-03-08,P,Warung Kelontong,7740000.0,10.0,Semarang,Jawa Tengah,NIK0000927,1996-03-08,P,Warung Kelontong,7740000.0,10.0,Semarang,Jawa Tengah,NIK0000927,1996-03-08,P,Warung Kelontong,7740000.0,10.0,Semarang,Jawa Tengah,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Semarang,Semarang,Jawa Tengah,Wilayah I,2020-02-04,Rendra Saputra,CB18,2016-04-24,Tetap,2025-04-19,2025.0,4.0,April,Q2,19.0,Saturday,True,2025-04-19,2025.0,4.0,April,Q2,19.0,Saturday,True,NIK0000927,1996-03-08,P,Warung Kelontong,7740000.0,10.0,Semarang,Jawa Tengah,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Semarang,Semarang,Jawa Tengah,Wilayah I,2020-02-04,Rendra Saputra,CB18,2016-04-24,Tetap,0
LN001998,NS003265,PRD05,CB12,PK073,2023-07-15,3000000.0,24,26.72,Ekspansi Cabang,Lunas,False,True,True,False,4603200.0,3452400.0,4603200.0,3452400.0,4603200.0,3452400.0,1150800.0,869.0,Macet,5,1970-02-27,53.0,4150000.0,0.7228915662650602,NIK0002124,1970-02-27,P,Kerajinan,2240000.0,21.0,Kediri,Jawa Timur,NIK0002124,1970-02-27,P,Kerajinan,2240000.0,21.0,Kediri,Jawa Timur,NIK0002124,1970-02-27,P,Kerajinan,2240000.0,21.0,Kediri,Jawa Timur,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Pematangsiantar,Pematangsiantar,Sumatera Utara,Wilayah I,2021-11-22,Oscar Pratama,CB22,2023-09-20,Kontrak,2023-07-15,2023.0,7.0,July,Q3,15.0,Saturday,True,2023-07-15,2023.0,7.0,July,Q3,15.0,Saturday,True,NIK0002124,1970-02-27,P,Kerajinan,2240000.0,21.0,Kediri,Jawa Timur,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Pematangsiantar,Pematangsiantar,Sumatera Utara,Wilayah I,2021-11-22,Oscar Pratama,CB22,2023-09-20,Kontrak,1
LN001999,NS002137,PRD03,CB04,PK066,2024-08-17,41500000.0,12,16.77,Modal Kerja,Aktif,False,True,True,False,48459540.0,40382950.0,48459540.0,40382950.0,48459540.0,40382950.0,8076590.0,470.0,Macet,5,1989-03-21,35.0,53640000.0,0.7736763609246831,NIK0002137,1989-03-21,P,Kerajinan,9590000.0,7.0,surabaya,Jawa Timur,NIK0002137,1989-03-21,P,Kerajinan,9590000.0,7.0,surabaya,Jawa Timur,NIK0002137,1989-03-21,P,Kerajinan,9590000.0,7.0,surabaya,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Malang,Malang,Jawa Timur,Wilayah I,2018-12-24,Prasetyo Adi,CB05,2016-06-07,Kontrak,2024-08-17,2024.0,8.0,August,Q3,17.0,Saturday,True,2024-08-17,2024.0,8.0,August,Q3,17.0,Saturday,True,NIK0002137,1989-03-21,P,Kerajinan,9590000.0,7.0,surabaya,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Malang,Malang,Jawa Timur,Wilayah I,2018-12-24,Prasetyo Adi,CB05,2016-06-07,Kontrak,1
LN002000,NS000620,PRD01,CB20,PK067,2022-11-03,21500000.0,12,23.76,Pembelian Stok,Aktif,False,True,True,False,26608404.0,24391037.0,26608404.0,24391037.0,26608404.0,24391037.0,2217367.0,850.0,Macet,5,1987-05-16,35.0,,,NIK0000620,1987-05-16,P,Peternakan,6390000.0,3.0,Solo,Jawa Tengah,NIK0000620,1987-05-16,P,Peternakan,6390000.0,3.0,Solo,Jawa Tengah,NIK0000620,1987-05-16,P,Peternakan,6390000.0,3.0,Solo,Jawa Tengah,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Sidoarjo,Sidoarjo,Jawa Timur,Wilayah II,2019-11-21,Hendra Wijaya,CB22,2024-02-29,Tetap,2022-11-03,2022.0,11.0,November,Q4,3.0,Thursday,False,2022-11-03,2022.0,11.0,November,Q4,3.0,Thursday,False,NIK0000620,1987-05-16,P,Peternakan,6390000.0,3.0,Solo,Jawa Tengah,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Sidoarjo,Sidoarjo,Jawa Timur,Wilayah II,2019-11-21,Hendra Wijaya,CB22,2024-02-29,Tetap,1
LN002001,NS001093,PRD03,CB11,PK113,2025-02-18,47500000.0,6,19.67,Modal Kerja,Aktif,False,True,True,False,52171626.0,26085813.0,52171626.0,26085813.0,52171626.0,26085813.0,26085813.0,196.0,Macet,5,1980-05-11,44.0,104290000.0,0.4554607344903634,NIK0001093,1980-05-11,P,Kuliner,2820000.0,17.0,Gresik,Jawa Timur,NIK0001093,1980-05-11,P,Kuliner,2820000.0,17.0,Gresik,Jawa Timur,NIK0001093,1980-05-11,P,Kuliner,2820000.0,17.0,Gresik,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah III,2015-01-21,Bayu Firmansyah,CB12,2023-12-22,Tetap,2025-02-18,2025.0,2.0,February,Q1,18.0,Tuesday,False,2025-02-18,2025.0,2.0,February,Q1,18.0,Tuesday,False,NIK0001093,1980-05-11,P,Kuliner,2820000.0,17.0,Gresik,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah III,2015-01-21,Bayu Firmansyah,CB12,2023-12-22,Tetap,1
LN002002,NS001798,PRD06,CB11,PK017,2023-05-30,14500000.0,6,23.47,Modal Kerja,Aktif,False,True,True,False,16201578.0,16201578.0,16201578.0,16201578.0,16201578.0,16201578.0,0.0,4.0,Dalam Perhatian Khusus,2,1969-05-22,54.0,,,NIK0001798,1969-05-22,P,Jasa Jahit,6900000.0,6.0,Gresik,Jawa Timur,NIK0001798,1969-05-22,P,Jasa Jahit,6900000.0,6.0,Gresik,Jawa Timur,NIK0001798,1969-05-22,P,Jasa Jahit,6900000.0,6.0,Gresik,Jawa Timur,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Makassar,Makassar,Sulawesi Selatan,Wilayah III,2015-01-21,Dedi Kurniawan,CB18,2022-12-22,Tetap,2023-05-30,2023.0,5.0,May,Q2,30.0,Tuesday,False,2023-05-30,2023.0,5.0,May,Q2,30.0,Tuesday,False,NIK0001798,1969-05-22,P,Jasa Jahit,6900000.0,6.0,Gresik,Jawa Timur,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Makassar,Makassar,Sulawesi Selatan,Wilayah III,2015-01-21,Dedi Kurniawan,CB18,2022-12-22,Tetap,0
LN002003,NS001860,PRD04,CB02,PK089,2023-08-08,23000000.0,12,21.54,Modal Kerja,Aktif,False,True,True,False,27954204.0,20965653.0,27954204.0,20965653.0,27954204.0,20965653.0,6988551.0,815.0,Macet,5,1977-08-05,46.0,42880000.0,0.5363805970149254,NIK0001860,1977-08-05,P,Perikanan,7950000.0,2.0,Pematangsiantar,Sumatera Utara,NIK0001860,1977-08-05,P,Perikanan,7950000.0,2.0,Pematangsiantar,Sumatera Utara,NIK0001860,1977-08-05,P,Perikanan,7950000.0,2.0,Pematangsiantar,Sumatera Utara,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Bayu Firmansyah,CB01,2015-11-03,Tetap,2023-08-08,2023.0,8.0,August,Q3,8.0,Tuesday,False,2023-08-08,2023.0,8.0,August,Q3,8.0,Tuesday,False,NIK0001860,1977-08-05,P,Perikanan,7950000.0,2.0,Pematangsiantar,Sumatera Utara,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Bayu Firmansyah,CB01,2015-11-03,Tetap,1
LN002004,NS000788,PRD01,CB16,PK077,2023-05-08,11500000.0,24,22.82,Pembelian Stok,Aktif,False,True,True,False,16748616.0,12561462.0,16748616.0,12561462.0,16748616.0,12561462.0,4187154.0,876.0,Macet,5,1979-03-15,44.0,,,NIK0000788,1979-03-15,P,Pedagang Pasar,2750000.0,13.0,Sidoarjo,Jawa Timur,NIK0000788,1979-03-15,P,Pedagang Pasar,2750000.0,13.0,Sidoarjo,Jawa Timur,NIK0000788,1979-03-15,P,Pedagang Pasar,2750000.0,13.0,Sidoarjo,Jawa Timur,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Surabaya,Surabaya,Jawa Timur,Wilayah III,2017-08-15,Gita Permata,CB01,2022-04-21,Tetap,2023-05-08,2023.0,5.0,May,Q2,8.0,Monday,False,2023-05-08,2023.0,5.0,May,Q2,8.0,Monday,False,NIK0000788,1979-03-15,P,Pedagang Pasar,2750000.0,13.0,Sidoarjo,Jawa Timur,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Surabaya,Surabaya,Jawa Timur,Wilayah III,2017-08-15,Gita Permata,CB01,2022-04-21,Tetap,1
LN002005,NS001136,PRD03,CB19,PK004,2025-06-02,87000000.0,24,18.05,Pembelian Stok,Batal,True,True,True,False,0.0,0.0,,,0.0,0.0,0.0,0.0,Lancar,1,1961-09-20,63.0,,,NIK0001136,1961-09-20,P,Bengkel,6410000.0,9.0,Kediri,Jawa Timur,NIK0001136,1961-09-20,P,Bengkel,6410000.0,9.0,Kediri,Jawa Timur,NIK0001136,1961-09-20,P,Bengkel,6410000.0,9.0,Kediri,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Kudus,Kudus,Jawa Tengah,Wilayah I,2014-12-03,Citra Ningrum,CB05,2016-12-25,Kontrak,2025-06-02,2025.0,6.0,June,Q2,2.0,Monday,False,2025-06-02,2025.0,6.0,June,Q2,2.0,Monday,False,NIK0001136,1961-09-20,P,Bengkel,6410000.0,9.0,Kediri,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Kudus,Kudus,Jawa Tengah,Wilayah I,2014-12-03,Citra Ningrum,CB05,2016-12-25,Kontrak,0
LN002006,NS002748,PRD05,CB03,PK042,2024-03-07,9500000.0,6,26.42,Pembelian Stok,Aktif,False,True,True,False,10754946.0,7169964.0,10754946.0,7169964.0,10754946.0,7169964.0,3584982.0,633.0,Macet,5,1984-07-03,39.0,,,NIK0002748,1984-07-03,P,Laundry,2620000.0,4.0,  Bogor,Jawa Barat,NIK0002748,1984-07-03,P,Laundry,2620000.0,4.0,  Bogor,Jawa Barat,NIK0002748,1984-07-03,P,Laundry,2620000.0,4.0,  Bogor,Jawa Barat,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Bandung,Bandung,Jawa Barat,Wilayah I,2016-03-25,Citra Ningrum,CB03,2022-03-10,Kontrak,2024-03-07,2024.0,3.0,March,Q1,7.0,Thursday,False,2024-03-07,2024.0,3.0,March,Q1,7.0,Thursday,False,NIK0002748,1984-07-03,P,Laundry,2620000.0,4.0,  Bogor,Jawa Barat,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Bandung,Bandung,Jawa Barat,Wilayah I,2016-03-25,Citra Ningrum,CB03,2022-03-10,Kontrak,1
LN002007,NS000369,PRD06,CB13,PK029,2024-02-08,30500000.0,12,23.52,Investasi Alat,Aktif,False,True,True,False,37673604.0,37673604.0,37673604.0,37673604.0,37673604.0,37673604.0,0.0,23.0,Dalam Perhatian Khusus,2,1975-05-09,48.0,,,NIK0000369,1975-05-09,P,Kuliner,5280000.0,7.0,Gresik,Jawa Timur,NIK0000369,1975-05-09,P,Kuliner,5280000.0,7.0,Gresik,Jawa Timur,NIK0000369,1975-05-09,P,Kuliner,5280000.0,7.0,Gresik,Jawa Timur,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Denpasar,Denpasar,Bali,Wilayah II,2016-11-23,Bayu Firmansyah,CB20,2020-10-29,Kontrak,2024-02-08,2024.0,2.0,February,Q1,8.0,Thursday,False,2024-02-08,2024.0,2.0,February,Q1,8.0,Thursday,False,NIK0000369,1975-05-09,P,Kuliner,5280000.0,7.0,Gresik,Jawa Timur,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Denpasar,Denpasar,Bali,Wilayah II,2016-11-23,Bayu Firmansyah,CB20,2020-10-29,Kontrak,0
