nasabah_id,nik_terenkripsi,tanggal_lahir,jenis_kelamin,jenis_usaha,pendapatan_bulanan,lama_usaha_tahun,kota,provinsi
NS000851,NIK0000851,1999-10-25,L,Jasa Jahit,8790000.0,21.0,Sidoarjo,Jawa Timur
NS000852,NIK0000852,1961-11-15,L,Laundry,5930000.0,21.0,Semarang,Jawa Tengah
NS000853,NIK0000853,1968-04-07,L,Perikanan,5210000.0,3.0,BANDUNG,Jawa Barat
NS000854,NIK0000854,1972-07-22,P,Tidak Diketahui,7440000.0,15.0,PAREPARE,Sulawesi Selatan
NS000855,NIK0000855,1964-07-24,L,Laundry,7990000.0,21.0,Denpasar,Bali
NS000856,NIK0000856,1996-09-16,L,Peternakan,6180000.0,17.0,Bekasi,Jawa Barat
NS000857,NIK0000857,1973-04-27,P,Salon,6140000.0,6.0,Pematangsiantar ,Sumatera Utara
NS000858,NIK0000858,1981-07-02,P,Pedagang Pasar,2360000.0,18.0,Solo,Jawa Tengah
NS000859,NIK0000859,1968-10-24,P,Salon,13960000.0,6.0,Semarang,Jawa Tengah
NS000860,NIK0000860,2002-12-02,L,Warung Kelontong,1930000.0,16.0,Bogor,Jawa Barat
NS000861,NIK0000861,1990-06-30,P,Tidak Diketahui,1560000.0,6.0,Pematangsiantar ,Sumatera Utara
NS000862,NIK0000862,1981-02-06,L,Perikanan,7550000.0,15.0,MALANG,Jawa Timur
NS000863,NIK0000863,2002-04-21,P,Jasa Jahit,6730000.0,14.0,Surabaya,Jawa Timur
NS000864,NIK0000864,1978-04-15,P,Perikanan,4000000.0,1.0,Kudus,Jawa Tengah
NS000865,NIK0000865,1985-05-16,P,Peternakan,2660000.0,18.0,Solo,Jawa Tengah
NS000866,NIK0000866,1963-05-04,L,Kerajinan,5770000.0,16.0,Kudus,Jawa Tengah
NS000867,NIK0000867,2003-11-29,L,Pertanian,5930000.0,9.0,Singaraja,Bali
NS000868,NIK0000868,1967-08-11,L,Warung Kelontong,4630000.0,21.0,Kudus,Jawa Tengah
NS000869,NIK0000869,1966-11-04,L,Warung Kelontong,2450000.0,3.0,Bekasi,Jawa Barat
NS000870,NIK0000870,1962-09-26,P,Pertanian,6590000.0,16.0,Surabaya,Jawa Timur
NS000871,NIK0000871,2000-01-13,P,Pertanian,4970000.0,6.0,Denpasar,Bali
NS000872,NIK0000872,1964-07-26,P,Bengkel,12250000.0,10.0,Magelang,Jawa Tengah
NS000873,NIK0000873,1971-07-22,L,Toko Bangunan,3590000.0,15.0,Sidoarjo,Jawa Timur
NS000874,NIK0000874,1968-02-07,P,Pedagang Pasar,3865750.0,18.0,Magelang,Jawa Tengah
NS000875,NIK0000875,2003-02-11,L,Bengkel,6700000.0,9.0,Kudus,Jawa Tengah
NS000876,NIK0000876,1962-05-29,P,Laundry,4220000.0,13.0,Makassar,Sulawesi Selatan
NS000877,NIK0000877,1989-01-03,L,Pertanian,4630000.0,19.0,Kudus,Jawa Tengah
NS000878,NIK0000878,1988-02-24,P,Perikanan,5800000.0,20.0,Sidoarjo,Jawa Timur
NS000879,NIK0000879,1974-10-28,P,Jasa Jahit,3470000.0,17.0,Kudus,Jawa Tengah
NS000880,NIK0000880,1981-07-17,P,Pedagang Pasar,6130000.0,1.0,Bekasi,Jawa Barat
NS000881,NIK0000881,1981-07-25,P,Pedagang Pasar,7200000.0,5.0,Denpasar,Bali
NS000882,NIK0000882,2000-01-08,P,Tidak Diketahui,6470000.0,17.0,Bogor,Jawa Barat
NS000883,NIK0000883,1966-12-21,P,Tidak Diketahui,3520000.0,18.0,Bandung,Jawa Barat
NS000884,NIK0000884,1994-11-08,L,Bengkel,6060000.0,11.0,  Malang,Jawa Timur
NS000885,NIK0000885,1993-07-03,P,Pertanian,5120000.0,10.0,Magelang,Jawa Tengah
NS000886,NIK0000886,1976-12-11,L,Pedagang Pasar,5330000.0,11.0,Denpasar,Bali
NS000887,NIK0000887,2000-11-13,L,Bengkel,6460000.0,5.0,Malang,Jawa Timur
NS000888,NIK0000888,1971-05-17,L,Salon,9500000.0,5.0,Solo,Jawa Tengah
NS000889,NIK0000889,1994-07-15,P,Peternakan,6580000.0,15.0,Malang,Jawa Timur
NS000890,NIK0000890,1967-05-19,L,Salon,2100000.0,20.0,Gresik,Jawa Timur
NS000891,NIK0000891,1999-05-08,P,Warung Kelontong,5620000.0,8.0,Sidoarjo,Jawa Timur
NS000892,NIK0000892,1994-04-21,P,Peternakan,7580000.0,14.0,Sidoarjo,Jawa Timur
NS000893,NIK0000893,1984-10-05,P,Jasa Jahit,9920000.0,19.0,Kudus,Jawa Tengah
NS000894,NIK0000894,2002-11-10,P,Perikanan,3410000.0,10.0,Solo,Jawa Tengah
NS000895,NIK0000895,1968-12-21,P,LAINNYA,1980000.0,20.0,Jember,Jawa Timur
NS000896,NIK0000896,1962-12-28,P,Toko Bangunan,6450000.0,7.0,Parepare,Sulawesi Selatan
NS000897,NIK0000897,1978-10-21,L,Pertanian,2440000.0,15.0,Singaraja,Bali
NS000898,NIK0000898,1990-05-06,L,Laundry,5590000.0,14.0,Makassar,Sulawesi Selatan
NS000899,NIK0000899,1973-01-25,P,Pertanian,,9.0,Cirebon,Jawa Barat
NS000900,NIK0000900,2001-12-22,P,Perikanan,2460000.0,6.0,Bekasi,Jawa Barat
NS000901,NIK0000901,1963-12-11,L,Laundry,5651750.0,13.0,Makassar,Sulawesi Selatan
NS000902,NIK0000902,1988-03-01,P,Pedagang Pasar,8070000.0,16.0,Jember,Jawa Timur
NS000903,NIK0000903,1992-10-21,L,Peternakan,4310000.0,8.0,Cirebon,Jawa Barat
NS000904,NIK0000904,1966-09-09,P,Pedagang Pasar,16003500.0,7.0,Surabaya,Jawa Timur
NS000905,NIK0000905,1992-09-02,P,Toko Bangunan,10390000.0,10.0,Parepare,Sulawesi Selatan
NS000906,NIK0000906,1981-06-12,P,Warung Kelontong,3430000.0,5.0,Kudus,Jawa Tengah
NS000907,NIK0000907,2003-07-21,P,Jasa Jahit,5810000.0,14.0,Surabaya,Jawa Timur
NS000908,NIK0000908,2002-03-24,P,Warung Kelontong,,14.0,Pematangsiantar,Sumatera Utara
NS000909,NIK0000909,1992-01-31,L,Warung Kelontong,3140000.0,5.0,Denpasar,Bali
NS000910,NIK0000910,1963-07-14,P,Toko Bangunan,4630000.0,5.0,Cirebon,Jawa Barat
NS000911,NIK0000911,1969-12-29,P,Laundry,8590000.0,21.0,Denpasar,Bali
NS000912,NIK0000912,1967-12-10,P,Jasa Jahit,3070000.0,15.0,Bogor,Jawa Barat
NS000913,NIK0000913,1995-06-30,L,Perikanan,5700000.0,12.0,Cirebon,Jawa Barat
NS000914,NIK0000914,1962-11-14,L,Perikanan,3600000.0,15.0,Malang,Jawa Timur
NS000915,NIK0000915,1996-11-07,L,Perikanan,2360000.0,18.0,Magelang,Jawa Tengah
NS000916,NIK0000916,1970-03-09,P,Salon,7400000.0,2.0,Gresik,Jawa Timur
NS000917,NIK0000917,1972-07-11,P,Kerajinan,6030000.0,19.0,Kediri,Jawa Timur
NS000918,NIK0000918,1977-02-18,P,Kuliner,6580000.0,20.0,Sidoarjo,Jawa Timur
NS000919,NIK0000919,1966-11-20,P,Peternakan,4230000.0,18.0,Solo ,Jawa Tengah
NS000920,NIK0000920,1986-11-17,L,Salon,12090750.0,15.0,Semarang,Jawa Tengah
NS000921,NIK0000921,1994-03-27,P,Pedagang Pasar,5850000.0,19.0,Medan,Sumatera Utara
NS000922,NIK0000922,1964-12-14,L,Kuliner,8260000.0,9.0,Surabaya,Jawa Timur
NS000923,NIK0000923,1967-11-13,P,Kerajinan,2230000.0,13.0,Kudus,Jawa Tengah
NS000924,NIK0000924,1973-10-04,L,Jasa Jahit,,2.0,Bogor,Jawa Barat
NS000925,NIK0000925,1960-05-07,P,Kuliner,4010000.0,13.0,Magelang,Jawa Tengah
NS000926,NIK0000926,1969-02-25,P,Laundry,7100000.0,2.0,Singaraja,Bali
NS000927,NIK0000927,1996-03-08,P,Warung Kelontong,7740000.0,10.0,Semarang,Jawa Tengah
NS000928,NIK0000928,1973-03-25,L,Jasa Jahit,4530000.0,12.0,Solo,Jawa Tengah
NS000929,NIK0000929,1976-08-15,L,Kuliner,4310000.0,5.0,Bogor,Jawa Barat
NS000930,NIK0000930,1973-08-23,L,Salon,,3.0,Semarang,Jawa Tengah
NS000931,NIK0000931,1982-08-21,L,Bengkel,6300000.0,18.0,Bandung,Jawa Barat
NS000932,NIK0000932,1968-06-16,L,Pedagang Pasar,6290000.0,5.0,  Malang,Jawa Timur
NS000933,NIK0000933,1971-02-28,L,Pertanian,3070000.0,4.0,Kudus,Jawa Tengah
NS000934,NIK0000934,1998-06-02,L,Salon,1900000.0,2.0,Pematangsiantar,Sumatera Utara
NS000935,NIK0000935,1981-07-12,P,Bengkel,7650000.0,9.0,Parepare,Sulawesi Selatan
NS000936,NIK0000936,1973-05-06,L,Peternakan,2390000.0,19.0,Magelang,Jawa Tengah
NS000937,NIK0000937,1982-06-05,L,Peternakan,1436940000.0,14.0,Jember,Jawa Timur
NS000938,NIK0000938,1998-02-10,P,Tidak Diketahui,2040000.0,18.0,Parepare,Sulawesi Selatan
NS000939,NIK0000939,1989-01-27,L,Kuliner,3600000.0,20.0,Bogor ,Jawa Barat
NS000940,NIK0000940,1976-11-23,P,Pedagang Pasar,5210000.0,1.0,Semarang,Jawa Tengah
NS000941,NIK0000941,1962-02-21,P,Peternakan,4730000.0,5.0,Cirebon,Jawa Barat
NS000942,NIK0000942,1960-04-09,L,Toko Bangunan,3700000.0,12.0,  Magelang,Jawa Tengah
NS000943,NIK0000943,1970-10-18,P,Kerajinan,465600000.0,15.0,Denpasar,Bali
NS000944,NIK0000944,1975-01-31,L,Laundry,6210000.0,21.0,Malang,Jawa Timur
NS000945,NIK0000945,1965-06-02,P,Perikanan,,9.0,Bandung,Jawa Barat
NS000946,NIK0000946,1963-04-03,P,Kerajinan,,6.0,Solo,Jawa Tengah
NS000947,NIK0000947,1969-07-21,L,Warung Kelontong,3501500.0,17.0,Surabaya,Jawa Timur
NS000948,NIK0000948,1980-01-06,L,Tidak Diketahui,7500000.0,14.0,Kediri,Jawa Timur
NS000949,NIK0000949,1997-01-10,P,Warung Kelontong,7940000.0,15.0,Medan,Sumatera Utara
NS000950,NIK0000950,1962-11-14,L,Toko Bangunan,2800000.0,17.0,Singaraja,Bali
NS000951,NIK0000951,1973-06-24,P,Perikanan,2100000.0,18.0,Medan,Sumatera Utara
NS000952,NIK0000952,1970-09-18,P,Bengkel,2210000.0,10.0,Jember,Jawa Timur
NS000953,NIK0000953,1996-01-14,L,Peternakan,1188270000.0,10.0,Surabaya,Jawa Timur
NS000954,NIK0000954,1972-06-22,P,Peternakan,5100000.0,6.0,Kudus,Jawa Tengah
NS000955,NIK0000955,1981-02-11,P,Tidak Diketahui,4300000.0,6.0,Solo,Jawa Tengah
NS000956,NIK0000956,1972-09-15,P,Laundry,2710000.0,20.0,Gresik,Jawa Timur
NS000957,NIK0000957,2001-01-31,P,Bengkel,3710000.0,16.0,Bekasi,Jawa Barat
NS000958,NIK0000958,1960-11-19,P,Warung Kelontong,3870000.0,13.0,Surabaya,Jawa Timur
NS000959,NIK0000959,1999-01-29,L,Perikanan,6310000.0,9.0,  Singaraja,Bali
NS000960,NIK0000960,1964-07-15,L,Salon,3190000.0,1.0,Malang,Jawa Timur
NS000961,NIK0000961,1996-07-04,P,Tidak Diketahui,,3.0,Malang,Jawa Timur
NS000962,NIK0000962,2002-03-21,L,Bengkel,3970000.0,2.0,Kediri,Jawa Timur
NS000963,NIK0000963,1992-10-30,L,Tidak Diketahui,5510000.0,13.0,Parepare,Sulawesi Selatan
NS000964,NIK0000964,1989-02-07,L,Salon,2180000.0,7.0,  Malang,Jawa Timur
NS000965,NIK0000965,1992-09-09,P,Salon,5290000.0,16.0,Medan,Sumatera Utara
NS000966,NIK0000966,1990-09-17,P,Pedagang Pasar,1590000.0,19.0,Bandung,Jawa Barat
NS000967,NIK0000967,1970-02-05,L,Peternakan,4540000.0,6.0,Singaraja,Bali
NS000968,NIK0000968,1995-04-19,P,Perikanan,,16.0,Bekasi,Jawa Barat
NS000969,NIK0000969,1962-06-15,P,Warung Kelontong,3380000.0,16.0,Kudus,Jawa Tengah
NS000970,NIK0000970,1970-11-23,L,Pertanian,7150000.0,8.0,BEKASI,Jawa Barat
NS000971,NIK0000971,1985-09-15,P,Perikanan,5290000.0,4.0,Magelang,Jawa Tengah
NS000972,NIK0000972,1982-07-07,L,Pedagang Pasar,3780000.0,20.0,Malang,Jawa Timur
NS000973,NIK0000973,1968-08-28,L,Bengkel,3530000.0,3.0,Kediri,Jawa Timur
NS000974,NIK0000974,1990-02-19,P,Peternakan,6120000.0,16.0,Kudus,Jawa Tengah
NS000975,NIK0000975,2002-09-25,L,Toko Bangunan,2680000.0,15.0,Cirebon,Jawa Barat
NS000976,NIK0000976,1975-11-15,P,Toko Bangunan,8300000.0,4.0,Pematangsiantar,Sumatera Utara
NS000977,NIK0000977,1975-10-16,L,Bengkel,3960000.0,2.0,Pematangsiantar,Sumatera Utara
NS000978,NIK0000978,1965-05-06,P,Kerajinan,4700000.0,15.0,Denpasar,Bali
NS000979,NIK0000979,1993-02-12,P,Bengkel,6070000.0,16.0,Bekasi,Jawa Barat
NS000980,NIK0000980,1975-05-09,L,Kerajinan,6240000.0,14.0,Malang,Jawa Timur
NS000981,NIK0000981,1963-03-04,L,Jasa Jahit,4700000.0,8.0,denpasar,Bali
NS000982,NIK0000982,1996-02-17,L,Laundry,4660000.0,14.0,Kediri,Jawa Timur
NS000983,NIK0000983,1990-05-17,P,Bengkel,12710000.0,7.0,Solo,Jawa Tengah
NS000984,NIK0000984,1994-06-17,L,Peternakan,6190000.0,3.0,Makassar,Sulawesi Selatan
NS000985,NIK0000985,1992-12-26,L,Kuliner,2050000.0,2.0,Medan,Sumatera Utara
NS000986,NIK0000986,2003-02-25,P,Perikanan,3190000.0,15.0,Magelang,Jawa Tengah
NS000987,NIK0000987,1983-12-20,L,Peternakan,4160000.0,20.0,Bandung,Jawa Barat
NS000988,NIK0000988,1963-08-14,P,Warung Kelontong,3260000.0,21.0,Solo,Jawa Tengah
NS000989,NIK0000989,1988-05-13,P,Pertanian,11980000.0,7.0,Solo,Jawa Tengah
NS000990,NIK0000990,1983-09-27,L,Kerajinan,,2.0,Kudus,Jawa Tengah
NS000991,NIK0000991,2001-09-01,L,Pertanian,3270000.0,5.0,Denpasar,Bali
NS000992,NIK0000992,1964-04-22,P,Pedagang Pasar,4418000.0,3.0,Bekasi,Jawa Barat
NS000993,NIK0000993,1962-08-20,P,Warung Kelontong,3880000.0,12.0,Denpasar,Bali
NS000994,NIK0000994,1998-02-17,L,Jasa Jahit,,1.0,Jember,Jawa Timur
NS000995,NIK0000995,2003-04-06,P,Kuliner,6590000.0,13.0,Magelang,Jawa Tengah
NS000996,NIK0000996,1990-01-23,P,Kuliner,9600000.0,6.0,Malang,Jawa Timur
NS000997,NIK0000997,1963-08-23,L,Kuliner,6730000.0,5.0,Kudus,Jawa Tengah
NS000998,NIK0000998,1990-09-04,P,Pertanian,11130000.0,17.0,Kudus,Jawa Tengah
NS000999,NIK0000999,1973-09-06,P,Perikanan,3470000.0,17.0,Semarang,Jawa Tengah
NS001000,NIK0001000,1962-02-28,L,Salon,2650000.0,11.0,Surabaya,Jawa Timur
NS001001,NIK0001001,2002-12-03,P,Pertanian,2990000.0,19.0,Kediri,Jawa Timur
NS001002,NIK0001002,1983-06-06,P,Warung Kelontong,3410000.0,14.0,Surabaya,Jawa Timur
NS001003,NIK0001003,1967-08-01,P,Pedagang Pasar,2610000.0,12.0,Pematangsiantar,Sumatera Utara
NS001004,NIK0001004,1998-07-09,L,Warung Kelontong,,18.0,Makassar,Sulawesi Selatan
NS001005,NIK0001005,1992-01-12,L,Tidak Diketahui,3610000.0,12.0,Parepare,Sulawesi Selatan
NS001006,NIK0001006,1970-02-23,L,Pedagang Pasar,4670000.0,10.0,BOGOR,Jawa Barat
NS001007,NIK0001007,1974-02-17,L,Laundry,2100000.0,19.0,Medan,Sumatera Utara
NS001008,NIK0001008,1967-06-28,L,Toko Bangunan,4660000.0,21.0,Kudus,Jawa Tengah
NS001009,NIK0001009,1960-05-18,P,Kerajinan,10304750.0,2.0,Kediri,Jawa Timur
NS001010,NIK0001010,1979-02-08,P,Peternakan,,20.0,kediri,Jawa Timur
NS001011,NIK0001011,1995-07-23,P,Kuliner,3860000.0,3.0,Singaraja,Bali
NS001012,NIK0001012,1987-06-02,L,Kerajinan,10000000.0,15.0,Bogor,Jawa Barat
NS001013,NIK0001013,1961-12-11,L,Perikanan,6090000.0,2.0,Bandung,Jawa Barat
NS001014,NIK0001014,1980-08-23,P,Salon,186.0,15.0,Kediri ,Jawa Timur
NS001015,NIK0001015,1985-01-26,P,Kuliner,,9.0,Gresik,Jawa Timur
NS001016,NIK0001016,1998-05-17,L,Kerajinan,2280000.0,12.0,Parepare,Sulawesi Selatan
NS001017,NIK0001017,1978-02-16,L,Kerajinan,4420000.0,6.0,Surabaya,Jawa Timur
NS001018,NIK0001018,1974-09-16,P,Kuliner,8650000.0,5.0,Sidoarjo,Jawa Timur
NS001019,NIK0001019,1990-06-06,P,Kuliner,7380000.0,14.0,Surabaya,Jawa Timur
NS001020,NIK0001020,1981-04-15,L,Kuliner,7850000.0,17.0,DENPASAR,Bali
NS001021,NIK0001021,2002-04-26,L,Tidak Diketahui,9340000.0,18.0,makassar,Sulawesi Selatan
NS001022,NIK0001022,1998-01-15,L,Kerajinan,4920000.0,9.0,Kediri,Jawa Timur
NS001023,NIK0001023,1995-05-31,P,Salon,4940000.0,11.0,Bogor,Jawa Barat
NS001024,NIK0001024,1991-03-20,P,Tidak Diketahui,11450000.0,3.0,Medan,Sumatera Utara
NS001025,NIK0001025,1960-02-28,P,Peternakan,4400000.0,17.0,Makassar,Sulawesi Selatan
NS001026,NIK0001026,1978-06-09,L,Peternakan,2540000.0,5.0,Parepare,Sulawesi Selatan
NS001027,NIK0001027,1974-10-25,P,Salon,10620000.0,4.0,Medan,Sumatera Utara
NS001028,NIK0001028,1991-01-07,P,Laundry,3800000.0,20.0,Semarang,Jawa Tengah
NS001029,NIK0001029,1991-09-30,P,Pedagang Pasar,5000000.0,14.0,Singaraja,Bali
NS001030,NIK0001030,1989-04-15,L,Salon,3680000.0,5.0,Jember,Jawa Timur
NS001031,NIK0001031,1982-02-22,P,Kuliner,3280000.0,5.0,Gresik,Jawa Timur
NS001032,NIK0001032,1981-11-14,L,Perikanan,1460000.0,8.0,Semarang,Jawa Tengah
NS001033,NIK0001033,1974-02-04,L,Jasa Jahit,,15.0,Bogor,Jawa Barat
NS001034,NIK0001034,1991-04-20,L,Salon,3740000.0,19.0,Bogor,Jawa Barat
NS001035,NIK0001035,1970-05-24,P,Laundry,,15.0,Parepare,Sulawesi Selatan
NS001036,NIK0001036,1971-10-23,P,Pedagang Pasar,2060000.0,13.0,Pematangsiantar,Sumatera Utara
NS001037,NIK0001037,1992-12-24,P,Kuliner,4590000.0,16.0,Medan,Sumatera Utara
NS001038,NIK0001038,1979-11-27,P,Kerajinan,4070000.0,4.0,Magelang,Jawa Tengah
NS001039,NIK0001039,1968-12-30,L,Pedagang Pasar,5740000.0,16.0,Surabaya,Jawa Timur
NS001040,NIK0001040,1995-09-04,P,Perikanan,3610000.0,21.0,Surabaya,Jawa Timur
NS001041,NIK0001041,1988-04-01,L,LAINNYA,3480000.0,7.0,Surabaya,Jawa Timur
NS001042,NIK0001042,1980-05-15,P,Jasa Jahit,2240000.0,7.0,pematangsiantar,Sumatera Utara
NS001043,NIK0001043,1981-12-07,L,Kuliner,2620000.0,19.0,Surabaya,Jawa Timur
NS001044,NIK0001044,1985-09-27,P,Salon,3184250.0,21.0,Kediri,Jawa Timur
NS001045,NIK0001045,1965-11-01,P,Kerajinan,8340000.0,15.0,Gresik,Jawa Timur
NS001046,NIK0001046,1991-09-16,L,Jasa Jahit,5540000.0,3.0,Makassar,Sulawesi Selatan
NS001047,NIK0001047,2002-12-27,L,Pedagang Pasar,3630000.0,4.0,Bandung,Jawa Barat
NS001048,NIK0001048,1973-12-17,P,Perikanan,1840000.0,16.0,Semarang,Jawa Tengah
NS001049,NIK0001049,1974-03-06,P,LAINNYA,5580000.0,16.0,Semarang,Jawa Tengah
NS001050,NIK0001050,1971-04-05,P,Warung Kelontong,,19.0,Singaraja,Bali
NS001051,NIK0001051,1969-01-23,P,Tidak Diketahui,6740000.0,3.0,Semarang,Jawa Tengah
NS001052,NIK0001052,1973-05-30,P,Laundry,2540000.0,16.0,Kediri,Jawa Timur
NS001053,NIK0001053,1967-05-28,P,Kuliner,2130000.0,6.0,Solo,Jawa Tengah
NS001054,NIK0001054,1960-12-22,P,Bengkel,3550000.0,19.0,Gresik,Jawa Timur
NS001055,NIK0001055,1962-07-26,P,Toko Bangunan,1100000.0,3.0,Makassar,Sulawesi Selatan
NS001056,NIK0001056,1976-03-25,P,Kuliner,2583300000.0,6.0,Solo,Jawa Tengah
NS001057,NIK0001057,2003-06-15,L,Jasa Jahit,7500000.0,13.0,PAREPARE,Sulawesi Selatan
NS001058,NIK0001058,1989-06-06,L,Peternakan,5700000.0,20.0,Bandung ,Jawa Barat
NS001059,NIK0001059,1976-11-28,L,Warung Kelontong,4630000.0,7.0,Cirebon,Jawa Barat
NS001060,NIK0001060,2003-06-15,L,Peternakan,7940000.0,8.0,Magelang,Jawa Tengah
NS001061,NIK0001061,1978-09-20,L,Toko Bangunan,3080000.0,8.0,Medan,Sumatera Utara
NS001062,NIK0001062,1962-10-05,P,Toko Bangunan,,1.0,Semarang,Jawa Tengah
NS001063,NIK0001063,1973-09-11,P,Kerajinan,2880000.0,17.0,  Jember,Jawa Timur
NS001064,NIK0001064,1964-05-16,P,Pedagang Pasar,2770000.0,9.0,Pematangsiantar,Sumatera Utara
NS001065,NIK0001065,1971-12-24,L,Jasa Jahit,9110000.0,18.0,Singaraja,Bali
NS001066,NIK0001066,2001-12-06,P,Warung Kelontong,27120000.0,5.0,Magelang,Jawa Tengah
NS001067,NIK0001067,1986-03-10,P,Salon,1760000.0,7.0,  Kediri,Jawa Timur
NS001068,NIK0001068,1980-11-23,P,Kuliner,1570000.0,7.0,Parepare,Sulawesi Selatan
NS001069,NIK0001069,2002-12-21,P,Jasa Jahit,10910000.0,21.0,Pematangsiantar,Sumatera Utara
NS001070,NIK0001070,1972-12-10,P,Toko Bangunan,4020000.0,16.0,Denpasar,Bali
NS001071,NIK0001071,1977-08-27,P,Perikanan,3370000.0,10.0,semarang,Jawa Tengah
NS001072,NIK0001072,1968-06-21,P,Perikanan,5030000.0,4.0,Semarang,Jawa Tengah
NS001073,NIK0001073,1966-03-18,P,Pedagang Pasar,15390000.0,10.0,Kediri,Jawa Timur
NS001074,NIK0001074,2001-07-24,L,Pertanian,5520000.0,18.0,Medan,Sumatera Utara
NS001075,NIK0001075,1961-01-23,P,Laundry,5060000.0,16.0,Parepare,Sulawesi Selatan
NS001076,NIK0001076,2000-10-06,P,Pedagang Pasar,12380000.0,3.0,BOGOR,Jawa Barat
NS001077,NIK0001077,1995-01-11,P,Kerajinan,2800000.0,21.0,Semarang,Jawa Tengah
NS001078,NIK0001078,1980-06-15,L,Peternakan,6030000.0,10.0,Pematangsiantar,Sumatera Utara
NS001079,NIK0001079,1988-08-28,L,Bengkel,3210000.0,14.0,Singaraja,Bali
NS001080,NIK0001080,1992-10-04,P,Kuliner,2730000.0,15.0,Bandung,Jawa Barat
NS001081,NIK0001081,1979-01-15,P,Pedagang Pasar,786210000.0,18.0,Makassar,Sulawesi Selatan
NS001082,NIK0001082,1966-03-31,P,Jasa Jahit,6370000.0,18.0,Sidoarjo,Jawa Timur
NS001083,NIK0001083,1989-04-20,P,Pedagang Pasar,2460000.0,21.0,Makassar,Sulawesi Selatan
NS001084,NIK0001084,1978-03-30,L,Peternakan,3450000.0,1.0,Solo,Jawa Tengah
NS001085,NIK0001085,1990-09-29,P,Salon,8890000.0,11.0,Sidoarjo,Jawa Timur
NS001086,NIK0001086,1981-04-18,L,Toko Bangunan,6480000.0,11.0,Magelang,Jawa Tengah
NS001087,NIK0001087,1987-07-18,P,Bengkel,6720000.0,6.0,Makassar,Sulawesi Selatan
NS001088,NIK0001088,1960-04-25,P,Kuliner,7900000.0,11.0,Surabaya,Jawa Timur
NS001089,NIK0001089,1998-11-13,L,Pedagang Pasar,6920000.0,16.0,Bekasi,Jawa Barat
NS001090,NIK0001090,1998-07-20,L,Kerajinan,1850000.0,16.0,Semarang,Jawa Tengah
NS001091,NIK0001091,1977-05-10,P,Bengkel,2830000.0,11.0,Jember,Jawa Timur
NS001092,NIK0001092,1969-09-07,L,Perikanan,,2.0,Sidoarjo,Jawa Timur
NS001093,NIK0001093,1980-05-11,P,Kuliner,2820000.0,17.0,Gresik,Jawa Timur
NS001094,NIK0001094,1973-10-25,L,Toko Bangunan,6050000.0,12.0,Parepare,Sulawesi Selatan
NS001095,NIK0001095,1977-04-18,L,Pertanian,2850000.0,7.0,Jember,Jawa Timur
NS001096,NIK0001096,2000-07-23,L,Pertanian,1320000.0,21.0,Bandung,Jawa Barat
NS001097,NIK0001097,1971-11-06,P,Jasa Jahit,4120000.0,18.0,Semarang,Jawa Tengah
NS001098,NIK0001098,1966-07-22,L,Tidak Diketahui,8670000.0,5.0,Malang,Jawa Timur
NS001099,NIK0001099,1981-08-03,L,Kerajinan,9720000.0,20.0,Medan,Sumatera Utara
NS001100,NIK0001100,1965-05-13,P,Toko Bangunan,,1.0,Parepare,Sulawesi Selatan
NS001101,NIK0001101,1961-01-17,P,Bengkel,4610000.0,19.0,Pematangsiantar,Sumatera Utara
NS001102,NIK0001102,1965-12-08,P,Jasa Jahit,4040000.0,13.0,Semarang,Jawa Tengah
NS001103,NIK0001103,1981-03-11,L,Kerajinan,3100000.0,12.0,Makassar,Sulawesi Selatan
NS001104,NIK0001104,1979-02-25,L,Salon,3860000.0,15.0,Kudus,Jawa Tengah
NS001105,NIK0001105,1964-11-12,L,Jasa Jahit,10720000.0,12.0,Bogor,Jawa Barat
NS001106,NIK0001106,1973-03-25,L,Laundry,3530000.0,3.0,Sidoarjo,Jawa Timur
NS001107,NIK0001107,1985-02-09,L,Jasa Jahit,3410000.0,3.0,Kediri,Jawa Timur
NS001108,NIK0001108,1977-08-05,L,Warung Kelontong,3510000.0,8.0,Sidoarjo,Jawa Timur
NS001109,NIK0001109,1991-03-06,P,Laundry,1380000.0,7.0,Gresik,Jawa Timur
NS001110,NIK0001110,2000-09-27,L,Warung Kelontong,4500000.0,13.0,Kudus,Jawa Tengah
NS001111,NIK0001111,1971-03-13,L,LAINNYA,7120000.0,9.0,Parepare,Sulawesi Selatan
NS001112,NIK0001112,2000-05-08,P,Kuliner,14880000.0,14.0,Kudus,Jawa Tengah
NS001113,NIK0001113,1973-06-04,P,Laundry,952952000.0,20.0,Bekasi,Jawa Barat
NS001114,NIK0001114,1990-01-11,P,Peternakan,6650000.0,12.0,Kudus,Jawa Tengah
NS001115,NIK0001115,1992-06-09,P,Pedagang Pasar,2710000.0,12.0,Kudus,Jawa Tengah
NS001116,NIK0001116,2001-05-30,L,Perikanan,4260000.0,14.0,pematangsiantar,Sumatera Utara
NS001117,NIK0001117,2003-05-10,P,Kuliner,24950000.0,6.0,Singaraja,Bali
NS001118,NIK0001118,1971-05-25,P,Bengkel,2970000.0,7.0,Medan,Sumatera Utara
NS001119,NIK0001119,1965-01-12,P,Tidak Diketahui,3500000.0,21.0,Surabaya,Jawa Timur
NS001120,NIK0001120,1999-11-12,L,Salon,2790000.0,1.0,Jember,Jawa Timur
